id,name,pos,team,set-id,set-userid,set-name,ssn-gms,ssn-ssn,pass-2pt,pass-att,pass-cmp,pass-1d,pass-int,pass-sck,pass-td,pass-yds,rush-2pt,rush-car,rush-1d,rush-td,rush-yds,rec-2pt,rec-1d,rec-rec,rec-tgt,rec-td,rec-yds,fum-lost,kck-xpa,kck-xpc,kck-xpm,kck-fga,kck-fgc,kck-fgm,idp-2pr,idp-ast,idp-blk,idp-fmr,idp-fmf,idp-int,idp-pd,idp-sck,idp-saf,idp-tac,idp-tfl,idp-td,tmd-2pr,tmd-blk,tmd-fmf,tmd-fmr,tmd-int,tmd-pa,tmd-sck,tmd-saf,tmd-td,tmd-ya,pr-td,pr-yds,kr-td,kr-yds
DaviTa98,"Tacario Davis",cb,CIN,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BattJo99,"Jordan Battle",s,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0.75,1.5,2.25,6,0.25,0,61.5,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CookBr99,"Bryan Cook",s,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0.25,0.25,2,5.25,0.25,0,46.25,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuggKy99,"Kyle Dugger",s,CIN,68166,-1,"Projections Consensus",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,0,0.25,0.25,1.25,3.75,0.38,0,28.5,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LawrDe96,"Dexter Lawrence II",dt,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0.75,1,0.5,2,4.75,0,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlleJo99,"Jonathan Allen",dt,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75,0,0.75,0.75,0,0.25,4,0,25,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HillB.99,"B.J. Hill",dt,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0.75,0.5,0.25,1.5,1.88,0,16.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JenkKr98,"Kris Jenkins Jr.",dt,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.25,0,0.25,1,0,8.75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlatTe99,"T.J. Slaton Jr.",dt,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0.25,0,6.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MurpMy99,"Myles Murphy",de,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0.75,1.25,0,2.75,7.75,0,28,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StewSh99,"Shemar Stewart",de,CIN,68166,-1,"Projections Consensus",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0.5,0,1.5,2.25,0,12,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MafeBo99,"Boye Mafe",de,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0.75,1.75,0,3.25,6.25,0,21,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HoweCa99,"Cashius Howell",de,CIN,68166,-1,"Projections Consensus",15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0.25,0,0.25,2,0,11.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CartBa99,"Barrett Carter",lb,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.75,0,0.5,0.75,1.5,5.25,0.5,0,59.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KnigDe99,"Demetrius Knight Jr.",lb,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0.25,1,1.75,6.5,2.88,0,53.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurkOr99,"Oren Burks",lb,CIN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,0,0.25,1,0,0.75,0.13,0,19,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CampTy99,"Tyson Campbell",cb,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,0,0,1,1.5,12.5,0.13,0,40.75,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WardDe99,"Denzel Ward",cb,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,0,0.5,0.75,1.75,11,0.13,0,33.25,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HardMy99,"Myles Harden",cb,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25,0,0.25,0.25,0.75,6.25,0.13,0,28.25,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DelpGr99,"Grant Delpit",s,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75,0,1,1,1,3.75,1.88,0,52.5,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNeEm99,"Emmanuel McNeil-Warren",s,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.75,0,0.25,0.5,1,4.75,0.13,0,37.25,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HickRo99,"Ronnie Hickman",s,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,0.75,0.75,1.25,5.25,0.38,0,41.5,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CollMa99,"Maliek Collins",dt,CLE,68166,-1,"Projections Consensus",16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0.75,0.25,0,0.25,4.5,0,17.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GrahMa99,"Mason Graham",dt,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0.25,0,3.25,1.25,0,25,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaviKa99,"Kalia Davis",dt,CLE,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,6,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VersJa99,"Jared Verse",de,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0.75,2.25,0,1.25,7.38,0,31.75,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McGuIs99,"Isaiah McGuire",de,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75,0,0.5,1.75,0,0.75,4.63,0,22.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BarnDe98,"Derek Barnett",de,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3.75,0,17.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SchwCa99,"Carson Schwesinger",lb,CLE,68166,-1,"Projections Consensus",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.25,0,0.75,0.75,1.75,3.75,2.88,0,65.5,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WillQu97,"Quincy Williams",lb,CLE,68166,-1,"Projections Consensus",16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,0,0.75,1.25,0.5,4.75,2.88,0,57.75,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MascEa99,"Easton Mascarenas-Arnold",lb,CLE,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.25,0.25,0.75,0.38,0,20.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BlanDa99,"DaRon Bland",cb,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.25,0,0.5,0.5,1.75,8.25,0.25,0,48.75,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuraDe98,"Cobie Durant",cb,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.25,0.25,1.5,6.75,0.13,0,28.25,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReveSh99,"Shavon Revel Jr.",cb,DAL,68166,-1,"Projections Consensus",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0.25,0.25,0.75,5.5,0.13,0,28,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoorDe98,"Devin Moore",cb,DAL,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DownCa99,"Caleb Downs",s,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.25,0,0.75,0.75,1.5,4.75,0.75,0,47.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThomJa98,"Jalen Thompson",s,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,0.5,0.75,1.25,5.75,0.88,0,50,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HookMa99,"Malik Hooker",s,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.25,0.25,0.75,3.5,0.25,0,33.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LockP.99,"P.J. Locke",s,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0.13,0,11.75,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClarKe99,"Kenny Clark",dt,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.25,0.25,0,0.5,2.63,0,14.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WillQu98,"Quinnen Williams",dt,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,0,0.75,1.25,0.25,1,3.5,0,28.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OgboOt99,"Otito Ogbonnia",dt,DAL,68166,-1,"Projections Consensus",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0.75,0,9.25,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GaryRa99,"Rashan Gary",de,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,1.25,0,1.5,7.63,0,22.75,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LawrMa98,"Malachi Lawrence",de,DAL,68166,-1,"Projections Consensus",15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0.5,0.75,0,0.25,2,0,11,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EzeiDo99,"Donovan Ezeiruaku",de,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.25,1,0,0.25,4.25,0,18.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HousJa99,"James Houston IV",de,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.75,0.5,0,0.25,2.25,0,9.75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MillVo99,"Von Miller",de,DAL,68166,-1,"Projections Consensus",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0.75,0.75,0,0.75,4.63,0,15.25,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OverLT99,"LT Overton",de,DAL,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OverDe99,"DeMarvion Overshown",lb,DAL,68166,-1,"Projections Consensus",15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.75,0,0.75,1,0.75,3.5,1.88,0,70.25,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WintDe98,"Dee Winters",lb,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.25,0.5,0.25,3,1.38,0,52.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BarhJa99,"Jaishawn Barham",lb,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.25,0.75,0.25,1.25,2.25,0,29.25,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JameSh99,"Shemar James",lb,DAL,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.5,0,0.5,0.88,0,20.75,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SurtPa98,"Patrick Surtain II",cb,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0.25,0.25,1.75,11.5,0.25,0,39.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MossRi99,"Riley Moss",cb,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0.25,0.25,1,14.25,0.25,0,54.75,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMiJa98,"Ja'Quan McMillian",cb,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.25,1.25,1.75,7.75,2.13,0,40,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BarrJa99,"Jahdae Barron",cb,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0.25,0,0.75,5,0,0,19.75,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoneBr97,"Brandon Jones",s,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,0,1,1,2,8,0.25,0,50.5,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HufaTa99,"Talanoa Hufanga",s,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.25,0.75,1,7,1.13,0,60.5,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KeyxDe99,"Devon Key",s,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0.5,0.13,0,8.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlleZa99,"Zach Allen",dt,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.5,0.75,0,4,7.88,0,21.75,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoneDJ99,"D.J. Jones",dt,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.5,0.75,0,1.5,1.88,0,17.75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoacMa99,"Malcolm Roach",dt,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0.25,0.5,0,1,3.5,0,15.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OnyeTy99,"Tyler Onyedim",dt,DEN,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UwazEy99,"Eyioma Uwazurike",dt,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,1.5,0,9.75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoniNi99,"Nik Bonitto",de,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.75,2.5,0.25,1.75,12,0,26.75,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElliJo98,"Jonah Elliss",de,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,1,1.5,0,2,7.25,0,27.75,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TillDo99,"Dondrea Tillman",de,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.5,2,4.88,0,15.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SingAl98,"Alex Singleton",lb,DEN,68166,-1,"Projections Consensus",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.75,0,0.5,0.75,1,4,1.13,0,65,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrnJu99,"Justin Strnad",lb,DEN,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.75,0,0.25,0.25,0.25,3.25,3.88,0,52.5,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AbneKe99,"Keith Abney II",cb,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,14.75,0,0,43.25,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReedD.99,"D.J. Reed",cb,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0.5,0.75,1.5,9.75,0.25,0,48.25,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCrRo99,"Roger McCreary",cb,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0,0.25,1,4.25,0.38,0,29.75,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ya-SRo99,"Rock Ya-Sin",cb,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.25,3,0,0,9.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoseKe98,"Kerby Joseph",s,DET,68166,-1,"Projections Consensus",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.25,0.5,2.75,6.75,0.25,0,30.75,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BranBr99,"Brian Branch",s,DET,68166,-1,"Projections Consensus",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0,0.75,0.75,1.75,7.25,1,0,37.75,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IzieCh99,"Christian Izien",s,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,0,0,0.25,0.5,2,0.13,0,23.75,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClarCh99,"Chuck Clark",s,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.25,0.75,0.75,2.75,0.25,0,35.5,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McNeAl99,"Alim McNeill",dt,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0.25,1,0,1.5,3,0,14.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WillTy98,"Tyleik Williams",dt,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.25,0.25,0,1.5,1,0,11.25,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OnwuLe99,"Levi Onwuzurike",dt,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.25,0,0.25,1.25,0,12.75,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GillSk99,"Skyler Gill-Howard",dt,DET,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WestTy99,"Tyre West",dt,DET,68166,-1,"Projections Consensus",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HutcAi99,"Aidan Hutchinson",de,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0,0.75,3,0.25,5.25,14.63,0,37,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WonnDJ99,"D.J. Wonnum",de,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0,0.5,1,0.25,2,6.13,0,20,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoorDe99,"Derrick Moore",de,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0.25,0.5,0,1,6,0,21.25,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NowaTr99,"Trevor Nowaske",lb,DET,68166,-1,"Projections Consensus",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0.25,0.25,0.25,0.88,0,8.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
